25627,강원도,강릉시,강동면,율곡로
25627,강원도,강릉시,강동면,임곡로
25627,강원도,강릉시,강동면,강동초교길
25627,강원도,강릉시,강동면,단경로
25627,강원도,강릉시,강동면,아래장작골길
25627,강원도,강릉시,강동면,둔지길
25627,강원도,강릉시,강동면,산두양지길
25627,강원도,강릉시,강동면,범울재길
25627,강원도,강릉시,강동면,버당길
25627,강원도,강릉시,강동면,돌평길
25627,강원도,강릉시,강동면,동해대로
25627,강원도,강릉시,강동면,모전제방길
25627,강원도,강릉시,강동면,언덕밑길
25627,강원도,강릉시,강동면,윗장작골길
25630,강원도,강릉시,강동면,오이양지길
25630,강원도,강릉시,강동면,오이골말길
25630,강원도,강릉시,강동면,산성우리길
25630,강원도,강릉시,강동면,율곡로
25630,강원도,강릉시,강동면,오이동길
25630,강원도,강릉시,강동면,동해대로
25630,강원도,강릉시,강동면,오이성황길
25620,강원도,강릉시,강동면,풍호길
25620,강원도,강릉시,강동면,와천로
25620,강원도,강릉시,강동면,시동서당길
25620,강원도,강릉시,강동면,율곡로
25620,강원도,강릉시,강동면,시동길
25620,강원도,강릉시,강동면,시동윗길
25620,강원도,강릉시,강동면,시동1길
25620,강원도,강릉시,강동면,독송길
25620,강원도,강릉시,강동면,동해대로
25620,강원도,강릉시,강동면,범울재길
25632,강원도,강릉시,강동면,헌화로
25632,강원도,강릉시,강동면,심곡봉화길
25620,강원도,강릉시,강동면,대동안길
25620,강원도,강릉시,강동면,해돋이마을길
25620,강원도,강릉시,강동면,원장봉길
25620,강원도,강릉시,강동면,대동길
25620,강원도,강릉시,강동면,대동제방길
25620,강원도,강릉시,강동면,염전길
25626,강원도,강릉시,강동면,율곡로
25626,강원도,강릉시,강동면,갯목길
25626,강원도,강릉시,강동면,안인일출길
25626,강원도,강릉시,강동면,안인진길
25626,강원도,강릉시,강동면,임곡로
25628,강원도,강릉시,강동면,단경로
25628,강원도,강릉시,강동면,송담서원길
25628,강원도,강릉시,강동면,정감2길
25628,강원도,강릉시,강동면,언별하평길
25628,강원도,강릉시,강동면,언별땅재길
25628,강원도,강릉시,강동면,윗장작골길
25628,강원도,강릉시,강동면,정감1길
25629,강원도,강릉시,강동면,임곡로
25629,강원도,강릉시,강동면,임곡절골길
25629,강원도,강릉시,강동면,임곡큰골길
25631,강원도,강릉시,강동면,심곡봉화길
25631,강원도,강릉시,강동면,정동등명길
25631,강원도,강릉시,강동면,정동3길
25631,강원도,강릉시,강동면,헌화로
25631,강원도,강릉시,강동면,율곡로
25631,강원도,강릉시,강동면,정동역길
25631,강원도,강릉시,강동면,괘방산길
25631,강원도,강릉시,강동면,분소골길
25631,강원도,강릉시,강동면,정동5길
25631,강원도,강릉시,강동면,정동1길
25631,강원도,강릉시,강동면,정동2길
25631,강원도,강릉시,강동면,정동4길
25620,강원도,강릉시,강동면,풍호안길
25618,강원도,강릉시,강동면,풍호길
25620,강원도,강릉시,강동면,새목이길
25620,강원도,강릉시,강동면,시동2길
25460,강원도,강릉시,,창해로
25467,강원도,강릉시,,창해로
25467,강원도,강릉시,,창해로350번길
25460,강원도,강릉시,,해안로406번길
25460,강원도,강릉시,,해안로
25467,강원도,강릉시,,창해로362번길
25467,강원도,강릉시,,창해로370번길
25468,강원도,강릉시,,초당순두부길
25467,강원도,강릉시,,해안로
25557,강원도,강릉시,,해안로
25467,강원도,강릉시,,난설헌로
25556,강원도,강릉시,,창해로
25468,강원도,강릉시,,해안로
25466,강원도,강릉시,,해안로
25466,강원도,강릉시,,난설헌로219번길
25466,강원도,강릉시,,난설헌로
25468,강원도,강릉시,,강릉대로
25556,강원도,강릉시,,창해로2번길
25556,강원도,강릉시,,창해로14번길
25560,강원도,강릉시,,경강로
25556,강원도,강릉시,,해안로
25556,강원도,강릉시,,경강로
25556,강원도,강릉시,,경강로2660번길
25561,강원도,강릉시,,경강로
25559,강원도,강릉시,,경강로2533번길
25560,강원도,강릉시,,경강로2539번길
25559,강원도,강릉시,,경강로2539번길
25559,강원도,강릉시,,경강로
25561,강원도,강릉시,,경강로2506번길
25489,강원도,강릉시,,가작로
25475,강원도,강릉시,,종합운동장길
25493,강원도,강릉시,,가작로113번길
25473,강원도,강릉시,,수리골길
25474,강원도,강릉시,,율곡로
25502,강원도,강릉시,,율곡로
25504,강원도,강릉시,,화부산로40번길
25474,강원도,강릉시,,종합운동장길
25495,강원도,강릉시,,가작로
25507,강원도,강릉시,,하슬라로
25491,강원도,강릉시,,용지로
25494,강원도,강릉시,,가작로
25497,강원도,강릉시,,화부산로99번길
25497,강원도,강릉시,,화부산로111번길
25502,강원도,강릉시,,화부산로40번길
25551,강원도,강릉시,,옥천로71번길
25527,강원도,강릉시,,명주로77번길
25518,강원도,강릉시,,하슬라로20번길
25498,강원도,강릉시,,율곡로2953번길
25490,강원도,강릉시,,율곡로
25514,강원도,강릉시,,교동광장로
25502,강원도,강릉시,,옛강일길38번길
25476,강원도,강릉시,,수리골길17번길
25476,강원도,강릉시,,가작로
25501,강원도,강릉시,,강릉대로121번길
25506,강원도,강릉시,,원대로8번길
25518,강원도,강릉시,,하슬라로10번길
25490,강원도,강릉시,,율곡로2988번길
25491,강원도,강릉시,,율곡로
25498,강원도,강릉시,,화부산로99번길
25475,강원도,강릉시,,가작로
25489,강원도,강릉시,,명륜로
25501,강원도,강릉시,,화부산로
25490,강원도,강릉시,,율곡로2968번길
25504,강원도,강릉시,,강릉대로
25490,강원도,강릉시,,화부산로131번길
25499,강원도,강릉시,,화부산로
25509,강원도,강릉시,,솔올로
25517,강원도,강릉시,,하슬라로
25504,강원도,강릉시,,화부산로8번길
25503,강원도,강릉시,,강릉대로
25491,강원도,강릉시,,명륜로
25490,강원도,강릉시,,화부산로141번길
25502,강원도,강릉시,,옛강일길
25504,강원도,강릉시,,임영로213번길
25500,강원도,강릉시,,교동광장로
25517,강원도,강릉시,,정원로
25500,강원도,강릉시,,원대로
25518,강원도,강릉시,,원대로
25516,강원도,강릉시,,정원로
25473,강원도,강릉시,,종합운동장길
25506,강원도,강릉시,,강릉대로
25551,강원도,강릉시,,강릉대로
25472,강원도,강릉시,,수리골길
25493,강원도,강릉시,,경포로
25498,강원도,강릉시,,화부산로117번길
25490,강원도,강릉시,,가작로
25493,강원도,강릉시,,가작로
25490,강원도,강릉시,,율곡로2968번안길
25489,강원도,강릉시,,가작로252번길
25491,강원도,강릉시,,율곡로2874번길
25474,강원도,강릉시,,수리골길17번길
25505,강원도,강릉시,,화부산로
25499,강원도,강릉시,,교동광장로
25498,강원도,강릉시,,화부산로119번길
25501,강원도,강릉시,,원대로62번길
25506,강원도,강릉시,,강릉대로121번길
25513,강원도,강릉시,,율곡초교길43번길
25473,강원도,강릉시,,성곡고양길5번안길
25502,강원도,강릉시,,화부산로
25508,강원도,강릉시,,하슬라로232번길
25506,강원도,강릉시,,원대로26번길
25489,강원도,강릉시,,명륜로121번길
25501,강원도,강릉시,,원대로30번길
25490,강원도,강릉시,,명륜로
25502,강원도,강릉시,,강릉대로171번길
25505,강원도,강릉시,,화부산로8번길
25500,강원도,강릉시,,원대로128번길
25497,강원도,강릉시,,율곡로
25498,강원도,강릉시,,화부산로
25491,강원도,강릉시,,강릉대로
25503,강원도,강릉시,,율곡로
25493,강원도,강릉시,,율곡로
25505,강원도,강릉시,,화부산로8번안길
25518,강원도,강릉시,,정원로
25528,강원도,강릉시,,명주로
25505,강원도,강릉시,,강릉대로159번안길
25528,강원도,강릉시,,강릉대로160번길
25505,강원도,강릉시,,강릉대로171번길
25504,강원도,강릉시,,강릉대로185번길
25503,강원도,강릉시,,강릉대로203번길
25503,강원도,강릉시,,강릉대로203번안길
25503,강원도,강릉시,,강릉대로211번길
